symbol,date,p/e,eps (ttm),insider own,shs outstand,market cap,forward p/e,eps next y,insider trans,shs float,perf month,income,peg,eps next q,inst own,short float,perf quarter,sales,p/s,eps this y,inst trans,short ratio,perf half y,book/sh,p/b,eps next y.1,roa,target price,perf year,cash/sh,p/c,eps next 5y,roe,52w range,perf ytd,dividend,p/fcf,eps past 5y,roi,52w high,beta,dividend %,quick ratio,sales past 5y,gross margin,52w low,atr,employees,current ratio,sales q/q,oper. margin,rsi (14),volatility,optionable,debt/eq,eps q/q,profit margin,rel volume,prev close,shortable,lt debt/eq,earnings,payout,cap,size,symbol,name,market cap,country,ipo year,sector,industry
resi,12-18-2020,-,-1.85,0.10%,58.75M,951.10M,-,-1.05,-,49.69M,-0.43%,-104.90M,-,-0.30,74.20%,5.48%,78.81%,218.50M,4.35,19.80%,-1.14%,2.26,87.50%,5.31,3.05,4.50%,-5.10%,13.85,29.29%,1.44,11.27,10.00%,-31.40%,6.01 - 16.50,31.28%,0.60,-,-20.90%,-5.40%,-1.82%,0.53,3.70%,-,-13.30%,65.20%,169.55%,0.13,220,-,12.00%,-60.20%,80.28,0.22% 0.34%,Yes,5.21,-59.30%,-48.00%,0.38,16.18,Yes,4.83,Nov 04 BMO,-,small,951100000.0,resi,Front Yard Residential Corporation Common Stock,950822558.0,United States,,Finance,Real Estate
resn,12-18-2020,-,-0.67,2.60%,53.24M,148.32M,-,-0.31,-11.29%,48.96M,18.83%,-29.10M,-,-0.10,43.10%,16.17%,6.85%,3.00M,49.44,-3.70%,-6.18%,7.56,7.29%,0.36,7.36,27.90%,-102.20%,3.90,2.71%,-,-,-,-141.20%,0.95 - 3.29,9.50%,-,-,14.00%,-307.80%,-19.45%,2.83,-,3.30,-,-,178.76%,0.17,77,3.30,1678.50%,-,63.88,10.28% 7.05%,Yes,0.00,55.40%,-,0.9,2.7,Yes,0.00,Nov 10 AMC,-,small,148320000.0,resn,Resonant Inc. Common Stock,149526221.0,United States,2014.0,Technology,Semiconductors
reta,12-18-2020,-,-11.35,0.30%,33.71M,4.28B,-,-9.87,-70.77%,29.85M,-18.59%,-368.90M,-,-2.16,72.00%,11.13%,19.50%,8.50M,503.79,-228.10%,-4.08%,10.19,-21.69%,5.51,22.44,-25.40%,-56.50%,-,-40.34%,16.69,7.40,-,-163.40%,88.17 - 257.96,-39.53%,-,-,-,-45.40%,-52.08%,1.63,-,13.00,-12.60%,-,40.21%,6.89,220,13.00,-82.90%,-,42.84,4.84% 5.13%,Yes,0.39,-47.30%,-,0.55,125.01,Yes,0.39,Nov 09 BMO,-,large,4280000000.000001,reta,Reata Pharmaceuticals Inc. Class A Common Stock,4545167263.0,United States,2016.0,Health Care,Major Pharmaceuticals
reto,12-18-2020,-,-0.64,55.27%,23.62M,16.18M,-,-,0.00%,10.80M,10.18%,-14.90M,-,-,1.00%,0.39%,34.62%,14.20M,1.14,-565.00%,372.82%,0.05,-47.26%,1.40,0.47,-,-20.60%,-,-30.75%,-,-,-,-36.90%,0.30 - 1.92,-24.31%,-,-,-,-21.40%,-65.39%,-,-,0.80,16.50%,24.20%,121.50%,0.06,139,0.90,-83.80%,-90.30%,53.32,7.51% 8.83%,No,0.44,-361.30%,-,0.69,0.63,Yes,0.19,-,-,small,16180000.0,reto,ReTo Eco-Solutions Inc. Common Shares,15238839.0,China,2017.0,Capital Goods,Industrial Machinery/Components
rev,12-18-2020,-,-6.85,87.27%,53.48M,681.67M,-,-2.76,0.00%,4.22M,1.37%,-364.90M,-,0.14,12.20%,59.32%,75.48%,1.98B,0.34,45.60%,7.92%,2.39,16.47%,-29.60,-,14.00%,-12.30%,13.00,-44.09%,4.68,2.54,5.00%,24.80%,3.96 - 24.20,-44.54%,-,-,-43.70%,3.10%,-50.91%,2.76,-,0.60,4.50%,54.40%,200.00%,1.1,7100,1.00,-20.10%,-6.80%,49.72,7.12% 9.09%,Yes,-,0.40%,-18.20%,0.29,12.51,Yes,-,Nov 12 AMC,-,small,681670000.0,rev,Revlon Inc. New Common Stock,682130016.0,United States,1996.0,Consumer Non-Durables,Package Goods/Cosmetics
revg,12-18-2020,-,-0.53,2.20%,63.14M,557.41M,15.96,0.55,0.00%,26.56M,-5.67%,-33.10M,-,0.16,97.60%,4.32%,9.44%,2.31B,0.24,-851.40%,0.65%,4.85,43.72%,7.64,1.15,348.78%,-2.10%,8.83,-26.40%,0.27,32.22,15.82%,-6.00%,3.50 - 12.60,-27.96%,0.20,14.08,-59.70%,2.20%,-30.08%,2.68,2.27%,0.70,6.90%,9.90%,151.71%,0.42,8040,1.90,-5.60%,-0.80%,43.00,3.62% 4.20%,Yes,0.81,-164.60%,-1.30%,0.65,8.9,Yes,0.81,Jan 07 BMO,-,small,557410000.0,revg,REV Group Inc. Common Stock,566842493.0,United States,2017.0,Capital Goods,Auto Manufacturing
rex,12-18-2020,114.08,0.64,0.50%,6.14M,457.72M,10.87,6.76,-15.09%,5.27M,-9.14%,3.90M,14.26,0.74,87.10%,2.60%,10.88%,367.70M,1.24,-76.10%,-1.11%,6.35,11.10%,62.17,1.18,1329.10%,0.80%,95.00,-11.07%,32.47,2.26,8.00%,1.00%,33.81 - 97.16,-10.36%,-,17.27,-35.70%,1.50%,-24.38%,1.18,-,8.70,-6.10%,3.70%,117.30%,3.75,128,9.50,43.40%,-1.40%,37.96,3.94% 4.79%,No,0.00,543.20%,1.00%,0.94,74.87,Yes,0.00,Dec 03 BMO,0.00%,small,457720000.0,rex,REX American Resources Corporation,448201750.0,United States,,Basic Industries,Major Chemicals
rexr,12-18-2020,85.26,0.58,0.66%,123.55M,6.33B,154.43,0.32,-7.26%,123.32M,1.57%,68.00M,8.53,0.07,-,1.13%,4.38%,315.90M,20.03,14.20%,5.44%,2.00,14.53%,21.48,2.29,-22.82%,1.70%,53.38,8.67%,1.89,25.98,10.00%,2.70%,31.79 - 53.48,7.53%,0.86,59.98,71.50%,2.40%,-8.17%,0.60,1.75%,-,32.00%,76.00%,54.50%,1.05,123,-,23.20%,29.30%,54.78,1.62% 2.19%,Yes,0.34,136.20%,21.50%,0.47,48.78,Yes,0.34,Oct 20 AMC,138.50%,large,6330000000.0,rexr,Rexford Industrial Realty Inc. Common Stock,6340928839.0,United States,2013.0,Consumer Services,Real Estate Investment Trusts
reyn,12-18-2020,18.16,1.65,74.15%,209.70M,6.21B,14.87,2.02,0.03%,54.22M,-0.89%,341.00M,2.20,0.57,26.70%,4.68%,-2.94%,3.21B,1.94,27.80%,0.76%,5.46,-13.90%,7.08,4.24,2.28%,5.20%,37.78,-,1.89,15.85,8.25%,74.00%,21.61 - 36.00,5.22%,0.88,-,90.40%,12.70%,-16.56%,-,2.93%,1.80,1.00%,30.20%,39.01%,0.7,5100,2.80,3.90%,16.00%,47.29,1.99% 2.31%,Yes,1.65,46.20%,7.10%,0.94,30.02,Yes,1.63,Nov 11 AMC,13.20%,large,6210000000.0,reyn,Reynolds Consumer Products Inc. Common Stock,6330858095.0,United States,2020.0,Consumer Durables,Containers/Packaging
rezi,12-18-2020,-,-0.26,0.40%,123.42M,3.04B,11.17,1.90,3.00%,107.77M,12.67%,-31.00M,-,0.65,81.20%,2.05%,88.81%,4.87B,0.62,-57.80%,-3.87%,1.52,87.64%,13.00,1.64,293.39%,-0.60%,25.80,74.69%,1.82,11.70,7.20%,-2.00%,3.72 - 22.85,78.21%,-,28.69,-,8.00%,-6.96%,-,-,0.80,3.90%,24.50%,471.51%,1.23,13000,1.20,11.10%,4.70%,60.78,4.84% 6.39%,Yes,0.74,822.60%,-0.60%,0.6,21.78,Yes,0.63,Nov 05 BMO,-,large,3040000000.0,rezi,Resideo Technologies Inc. Common Stock ,3112657437.0,,2018.0,Capital Goods,Wholesale Distributors
rf,12-18-2020,20.23,0.80,0.10%,960.00M,15.47B,11.15,1.45,-11.15%,956.37M,1.58%,769.00M,-,0.41,75.00%,2.21%,39.81%,4.31B,3.59,13.00%,-2.18%,2.38,52.08%,16.93,0.95,76.13%,0.60%,16.81,-5.68%,14.04,1.15,-,4.90%,6.94 - 17.30,-6.06%,0.62,7.45,14.00%,14.70%,-6.82%,1.60,3.85%,-,5.30%,-,132.28%,0.42,19564,-,-7.90%,54.60%,59.72,1.91% 2.45%,Yes,0.30,34.10%,17.80%,0.52,15.93,Yes,0.30,Jan 22 BMO,77.50%,large,15470000000.0,rf,Regions Financial Corporation Common Stock,15314277555.0,United States,,Finance,Major Banks
rfi,12-18-2020,-,-0.40,-,26.21M,347.74M,-,-,-,-,-0.15%,-,-,-,23.75%,-,9.72%,10.45M,33.26,-,-,0.13,3.99%,12.22,1.09,-,-,-,-7.69%,-,-,-,-,6.98 - 15.54,-8.01%,0.96,-,-,-,-14.61%,-,7.23%,-,-,-,90.02%,0.23,-,-,-5.90%,-,57.68,1.80% 1.77%,No,-,-,-,0.74,13.07,No,-,-,-,small,347740000.0,rfi,Cohen & Steers Total Return Realty Fund Inc. Common Stock,341639080.0,United States,1993.0,,
rfil,12-18-2020,90.93,0.05,5.40%,9.72M,46.74M,-,-,-31.81%,8.03M,-1.60%,0.50M,-,0.03,32.20%,0.26%,9.35%,47.90M,0.98,-42.70%,-1.92%,0.37,6.74%,3.27,1.50,-,4.20%,6.75,-27.47%,1.64,3.00,-,5.20%,3.31 - 7.07,-27.37%,-,13.75,18.50%,10.90%,-30.55%,1.04,-,3.60,19.10%,26.50%,48.34%,0.26,189,5.20,-38.70%,4.30%,45.78,3.66% 5.08%,Yes,0.09,-108.00%,3.50%,1.42,4.7,Yes,0.05,Dec 17 AMC,45.00%,small,46740000.0,rfil,RF Industries Ltd. Common Stock,45926130.0,United States,,Capital Goods,Electrical Products
rfl,12-18-2020,-,-0.65,0.10%,15.82M,375.45M,-,-,0.00%,10.42M,8.01%,-10.30M,-,-,36.00%,1.66%,48.63%,4.80M,78.22,-86.90%,-2.00%,6.26,66.45%,7.30,3.19,-,-7.50%,-,38.48%,0.45,52.15,-,-8.60%,9.40 - 26.63,30.72%,-,-,-,-8.00%,-12.44%,-,-,1.60,4.30%,-,148.09%,1.29,19,1.60,-8.30%,-,54.84,3.31% 6.13%,Yes,0.00,10.60%,-,0.54,23.52,Yes,0.00,-,-,small,375450000.0,rfl,Rafael Holdings Inc. Class B Common Stock,384990774.0,United States,2018.0,Finance,Real Estate
rfp,12-18-2020,-,-0.07,2.30%,86.00M,527.45M,8.07,0.81,-6.73%,79.72M,19.13%,-9.00M,-,0.46,85.90%,1.02%,42.79%,2.70B,0.20,-120.40%,-4.45%,2.88,193.27%,15.10,0.43,43.36%,-0.20%,5.81,53.88%,0.25,26.37,0.21%,-0.70%,1.14 - 6.82,55.71%,-,9.25,29.40%,-2.60%,-4.11%,3.36,-,1.10,-7.20%,25.40%,473.68%,0.28,6700,2.60,3.50%,1.50%,65.98,3.88% 4.63%,Yes,0.43,239.80%,-0.30%,0.79,6.57,Yes,0.43,-,-,small,527450000.00000006,rfp,Resolute Forest Products Inc. Common Stock,529374055.0,Canada,,Basic Industries,Paper
rga,12-18-2020,14.69,7.89,0.10%,68.00M,7.94B,9.35,12.39,0.00%,67.61M,-4.48%,518.00M,19.56,2.08,97.30%,1.38%,19.64%,14.27B,0.56,35.60%,-1.53%,2.10,53.47%,194.32,0.60,46.80%,0.70%,120.44,-29.61%,47.52,2.44,0.75%,4.40%,55.39 - 164.68,-28.92%,2.80,2.55,6.90%,7.10%,-29.62%,1.16,2.42%,-,5.60%,-,109.24%,3.62,3188,-,-0.20%,6.20%,49.75,2.11% 2.68%,Yes,0.30,-24.00%,3.60%,0.49,115.4,Yes,0.30,Nov 05 AMC,35.00%,large,7940000000.0,rga,Reinsurance Group of America Incorporated Common Stock,7852840835.0,United States,,Finance,Life Insurance
rgco,12-18-2020,18.31,1.30,5.30%,8.16M,194.76M,16.63,1.43,17.22%,7.61M,-2.26%,10.60M,-,0.50,40.30%,0.98%,1.32%,63.10M,3.09,20.40%,-2.42%,6.41,-4.07%,10.90,2.18,6.72%,3.90%,-,-15.58%,0.04,649.19,-,11.90%,22.58 - 31.98,-16.79%,0.74,-,12.60%,4.30%,-25.64%,-0.46,3.11%,0.50,-1.50%,61.50%,5.34%,0.58,101,0.90,-1.00%,19.90%,42.98,2.17% 2.29%,No,1.39,-171.80%,16.70%,1.7,23.8,Yes,1.39,-,53.00%,small,194760000.0,rgco,RGC Resources Inc. Common Stock,194626098.0,United States,,Public Utilities,Oil & Gas Production
rgen,12-18-2020,233.13,0.82,0.60%,52.55M,10.43B,118.07,1.62,-19.63%,50.28M,-1.15%,43.80M,7.77,0.31,83.60%,2.75%,28.07%,327.10M,31.90,19.10%,-0.41%,3.20,51.31%,21.41,8.95,12.87%,3.10%,211.50,104.34%,10.16,18.86,30.00%,4.00%,78.41 - 212.55,107.17%,-,221.06,12.10%,2.00%,-9.84%,0.95,-,12.10,33.60%,57.60%,144.39%,6.94,761,13.70,35.60%,17.90%,54.22,4.25% 3.44%,Yes,0.00,750.00%,13.40%,0.77,189.14,Yes,0.21,Nov 05 BMO,0.00%,large,10430000000.0,rgen,Repligen Corporation Common Stock,10469327133.0,United States,1986.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rgld,12-18-2020,42.77,2.49,0.20%,65.54M,6.98B,27.46,3.87,-0.23%,65.37M,-5.46%,163.20M,2.32,0.86,81.40%,1.36%,-11.68%,526.90M,13.25,34.70%,0.40%,2.34,-12.14%,35.86,2.97,6.52%,8.80%,146.04,-12.19%,6.29,16.91,18.40%,10.40%,59.78 - 147.64,-13.00%,1.20,54.43,19.30%,5.10%,-27.96%,0.69,1.13%,8.10,12.40%,83.00%,77.92%,2.9,27,8.40,23.70%,48.10%,38.84,2.38% 2.47%,Yes,0.12,51.70%,44.80%,0.87,108.2,Yes,0.12,Nov 04 AMC,30.70%,large,6980000000.0,rgld,Royal Gold Inc. Common Stock,7061025681.0,United States,,Basic Industries,Precious Metals
rgls,12-18-2020,-,-0.75,5.10%,38.14M,53.23M,-,-0.58,-,36.65M,92.86%,-19.30M,-,-0.10,22.80%,2.95%,147.80%,5.00M,10.65,80.70%,19.66%,0.70,94.92%,0.20,6.75,6.50%,-57.50%,1.00,33.66%,0.45,2.99,39.60%,-150.70%,0.42 - 1.74,51.69%,-,-,41.30%,-48.10%,-22.41%,2.23,-,1.40,-2.30%,-,219.75%,0.14,24,1.40,27677.80%,-,69.58,9.78% 14.85%,Yes,1.74,84.60%,-,0.76,1.29,Yes,0.00,Nov 05 AMC,-,small,53230000.0,rgls,Regulus Therapeutics Inc. Common Stock,83191161.0,United States,2012.0,Health Care,Major Pharmaceuticals
rgnx,12-18-2020,-,-2.48,1.10%,37.34M,1.70B,-,-3.94,-20.69%,31.94M,24.38%,-91.50M,-,-1.02,90.50%,10.31%,64.77%,144.90M,11.72,-194.70%,-2.11%,8.66,19.06%,11.13,4.08,-42.20%,-18.70%,57.78,16.34%,6.45,7.03,2.00%,-21.70%,20.03 - 54.97,10.72%,-,-,-68.50%,-32.50%,-17.48%,1.25,-,6.10,41.90%,79.80%,126.46%,2.16,257,6.10,572.80%,-73.10%,62.14,4.28% 5.20%,Yes,0.00,124.10%,-63.10%,0.69,46.75,Yes,0.00,Nov 04 AMC,-,large,1700000000.0,rgnx,REGENXBIO Inc. Common Stock,1751463535.0,United States,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
rgp,12-18-2020,15.87,0.79,1.10%,32.18M,410.03M,14.84,0.85,-0.41%,30.61M,2.28%,25.60M,1.98,0.19,82.70%,1.20%,11.24%,678.50M,0.60,-10.20%,-2.91%,2.11,5.63%,9.63,1.31,52.61%,-,13.33,-23.03%,-,-,8.00%,-,8.66 - 17.82,-23.03%,0.56,-,4.00%,7.60%,-29.46%,1.03,4.46%,2.60,3.60%,39.20%,45.15%,0.37,3433,2.60,-14.50%,-,51.98,2.01% 2.79%,Yes,0.28,-53.70%,-,0.52,12.48,Yes,0.28,Jan 06 AMC,-,small,410030000.0,rgp,Resources Connection Inc. Common Stock,406064979.0,United States,,Miscellaneous,Business Services
rgr,12-18-2020,17.34,3.75,0.90%,17.49M,1.14B,15.51,4.20,-35.50%,16.84M,6.45%,66.90M,-,1.19,82.70%,6.62%,4.21%,504.70M,2.26,-37.00%,2.96%,3.32,-12.22%,13.80,4.72,-6.78%,19.00%,81.00,46.31%,7.62,8.54,-,23.60%,36.24 - 85.55,46.75%,1.51,-,-1.40%,10.00%,-23.94%,0.35,2.32%,3.00,-5.50%,30.10%,79.54%,2.01,1580,3.20,53.40%,17.20%,51.72,2.97% 3.17%,Yes,0.00,409.70%,13.30%,0.98,64.89,Yes,0.00,Oct 28 AMC,16.70%,large,1140000000.0,rgr,Sturm Ruger & Company Inc. Common Stock,1149655589.0,United States,,Capital Goods,Ordnance And Accessories
rgs,12-18-2020,-,-5.39,3.50%,35.91M,329.46M,26.64,0.35,-2.71%,33.32M,4.67%,-193.30M,-,-0.12,-,22.94%,47.51%,534.10M,0.62,-896.10%,0.87%,13.03,13.60%,2.49,3.69,151.50%,-13.70%,7.50,-44.90%,2.37,3.88,8.00%,-112.10%,4.22 - 18.15,-48.57%,-,-,-51.30%,-50.70%,-49.37%,2.72,-,0.60,-18.30%,56.00%,117.77%,0.56,7000,0.80,-54.90%,-31.30%,54.04,4.31% 5.72%,Yes,2.29,-151.10%,-36.10%,0.67,9.23,Yes,2.29,Nov 02 BMO,-,small,329460000.0,rgs,Regis Corporation Common Stock,331157362.0,United States,1991.0,Consumer Services,Other Consumer Services
rgt,12-18-2020,-,-,9.41%,10.50M,140.33M,-,-,84.97%,-,-1.02%,-,-,-,46.38%,-,16.31%,-,-,-,-,6.31,23.03%,-,-,-,-,-,22.51%,-,-,-,-,5.86 - 14.45,23.87%,1.19,-,-,-,-7.54%,-,8.91%,-,-,-,128.03%,0.26,-,-,-,-,46.61,1.91% 1.65%,No,-,-,-,0.76,13.39,No,-,-,-,small,140330000.0,rgt,Royce Global Value Trust Inc. Common Stock,139801186.0,,2013.0,,
rh,12-18-2020,57.12,7.84,0.70%,19.55M,8.97B,23.22,19.28,0.00%,18.25M,-1.41%,210.10M,2.36,4.77,-,16.27%,17.99%,2.70B,3.32,77.30%,2.27%,5.18,75.27%,15.18,29.48,10.31%,8.40%,473.47,111.59%,4.49,99.76,24.20%,181.40%,73.14 - 494.40,109.61%,-,23.93,32.80%,21.70%,-9.48%,2.61,-,0.30,7.20%,45.30%,511.90%,16.62,5100,0.80,24.60%,13.50%,51.13,3.83% 3.72%,Yes,3.96,-24.40%,7.80%,0.59,449.48,Yes,3.66,Dec 09 AMC,0.00%,large,8970000000.0,rh,RH Common Stock,9184928251.0,United States,2012.0,Consumer Services,Other Specialty Stores
rhe,12-18-2020,-,-4.80,10.58%,1.69M,6.19M,-,-,0.00%,1.51M,133.99%,-8.10M,-,-,1.30%,0.58%,171.21%,18.40M,0.34,79.50%,-62.20%,0.01,175.38%,-29.81,-,-,-7.10%,-,158.95%,2.66,1.35,-,15.70%,0.75 - 15.77,155.71%,-,2.95,38.00%,63.90%,-77.30%,0.05,-,2.00,43.40%,-,377.33%,1.31,12,2.00,0.00%,20.50%,73.90,217.89% 61.14%,No,-,-167.10%,-43.00%,6.37,3.26,Yes,-,-,-,small,6190000.0,rhe,Regional Health Properties Inc. Common Stock,5067865.0,,2017.0,Consumer Services,Real Estate
rhi,12-18-2020,21.93,2.85,0.30%,112.81M,7.13B,20.17,3.10,-3.88%,110.48M,-3.55%,324.70M,8.12,0.68,96.60%,6.26%,18.92%,5.34B,1.33,8.10%,-1.62%,6.40,20.80%,10.58,5.91,21.25%,13.60%,56.73,-1.99%,5.15,12.14,2.70%,28.10%,32.38 - 67.23,-1.06%,1.36,15.88,11.60%,39.30%,-7.07%,1.66,2.18%,1.80,5.30%,40.10%,92.96%,1.48,16000,1.80,-23.30%,8.30%,49.86,1.77% 2.12%,Yes,0.00,-33.90%,6.10%,0.49,62.1,Yes,0.00,Oct 22 AMC,46.40%,large,7130000000.0,rhi,Robert Half International Inc. Common Stock,7095006423.0,United States,,Technology,Professional Services
rhp,12-18-2020,-,-5.29,0.50%,54.98M,3.69B,-,-4.17,-0.80%,53.17M,4.83%,-293.00M,-,-1.89,88.00%,4.95%,81.86%,844.20M,4.38,-45.40%,2.19%,5.00,101.97%,4.95,13.69,49.10%,-7.50%,60.00,-21.10%,0.96,70.77,15.51%,-62.70%,13.25 - 91.56,-21.81%,-,-,5.30%,7.80%,-25.99%,1.81,-,-,9.00%,13.40%,411.40%,2.68,593,-,-81.50%,-19.80%,64.40,3.90% 4.15%,Yes,0.00,-596.30%,-34.70%,0.83,67.27,Yes,9.51,Nov 03 BMO,-,large,3690000000.0,rhp,Ryman Hospitality Properties Inc. (REIT),3754563902.0,United States,,Consumer Services,Real Estate Investment Trusts
ribt,12-18-2020,-,-0.35,1.30%,40.82M,24.97M,-,-0.08,2.90%,39.28M,-15.28%,-13.50M,-,-0.06,43.00%,0.63%,48.74%,25.20M,0.99,-15.80%,0.95%,0.39,-22.56%,0.57,1.07,73.30%,-36.10%,1.00,-57.64%,0.10,6.40,40.00%,-49.40%,0.37 - 1.50,-58.50%,-,-,36.00%,-42.90%,-59.33%,0.40,-,1.40,-10.00%,-12.00%,63.98%,0.05,121,1.60,-1.90%,-52.30%,54.50,9.05% 9.25%,No,0.22,32.50%,-53.50%,0.45,0.6,Yes,0.10,Nov 05 AMC,-,small,24970000.0,ribt,RiceBran Technologies Common Stock,25716608.0,United States,,Consumer Non-Durables,Packaged Foods
rick,12-18-2020,-,-0.68,14.34%,9.12M,357.33M,13.19,2.99,0.01%,7.71M,35.02%,-6.10M,-,0.30,53.00%,10.08%,96.12%,132.30M,2.70,-131.50%,-2.56%,10.05,198.56%,16.74,2.36,85.71%,-1.70%,35.00,92.95%,1.72,22.91,40.00%,-3.80%,6.52 - 41.33,92.39%,0.16,41.55,-22.40%,1.10%,-4.57%,2.00,0.41%,0.80,-0.50%,55.80%,504.91%,2.12,2074,0.80,-36.30%,2.10%,76.91,4.98% 6.41%,Yes,0.93,-286.60%,-4.60%,0.94,39.51,Yes,0.82,-,-,small,357330000.0,rick,RCI Hospitality Holdings Inc. Common Stock,353876461.0,United States,1995.0,Consumer Services,Restaurants
ride,12-18-2020,-,-0.05,19.90%,164.95M,3.44B,-,-1.04,-0.44%,99.36M,-14.31%,-1.70M,-,-0.11,6.20%,4.19%,-19.66%,-,-,-,-47.12%,0.61,91.96%,7.78,2.58,-73.30%,-0.60%,31.67,-,0.00,34412.93,-,-0.60%,9.50 - 31.80,101.61%,-,-,-,-,-36.92%,-,-,0.10,-,-,111.16%,2.05,-,0.10,-,-,46.48,8.72% 8.65%,Yes,0.00,-366.40%,-,0.85,21.52,Yes,0.00,-,-,large,3440000000.0,ride,Lordstown Motors Corp. Class A Common Stock,3525783229.0,United States,2019.0,Capital Goods,Auto Manufacturing
rig,12-18-2020,-,-1.02,5.75%,616.00M,1.49B,-,-0.67,0.00%,579.75M,14.36%,-581.00M,-,-0.19,49.50%,20.25%,197.60%,3.25B,0.46,49.70%,-16.98%,3.48,25.54%,18.50,0.12,-1.50%,-2.50%,2.19,-66.67%,2.15,1.07,4.80%,-5.10%,0.65 - 7.28,-66.42%,-,-,16.40%,-3.80%,-68.27%,3.73,-,1.80,-19.60%,35.20%,255.38%,0.23,6600,2.00,-1.40%,-4.30%,59.06,6.92% 9.20%,Yes,0.74,138.00%,-17.90%,0.67,2.28,Yes,0.68,Nov 02 AMC,-,large,1490000000.0,rig,Transocean Ltd (Switzerland) Common Stock,1377908588.0,Switzerland,,Energy,Oil & Gas Production
rigl,12-18-2020,-,-0.17,0.31%,168.93M,599.27M,-,-0.35,0.00%,168.39M,15.89%,-27.70M,-,-0.11,85.40%,13.42%,45.23%,105.60M,5.67,9.00%,-3.04%,9.28,83.25%,0.30,11.67,-94.40%,-20.10%,-,73.27%,0.43,8.23,-,-45.00%,1.23 - 5.24,63.55%,-,-,17.40%,-108.60%,-33.21%,1.47,-,2.90,48.40%,99.30%,184.55%,0.19,163,2.90,-12.00%,-26.00%,57.13,4.97% 5.82%,Yes,0.39,-22.40%,-26.20%,0.72,3.62,Yes,0.39,Nov 05 AMC,-,small,599270000.0,rigl,Rigel Pharmaceuticals Inc. Common Stock,617627141.0,United States,2000.0,Health Care,Major Pharmaceuticals
rily,12-18-2020,28.04,1.58,22.60%,25.45M,1.10B,-,-,3.85%,13.73M,20.65%,47.20M,-,-,45.00%,4.57%,73.62%,657.80M,1.67,410.00%,-7.10%,5.21,104.16%,14.69,3.01,-,2.10%,-,77.71%,6.85,6.45,-,14.80%,12.92 - 44.91,76.80%,1.50,-,47.10%,6.50%,-1.54%,1.24,3.39%,-,53.30%,89.40%,242.37%,1.19,982,-,25.70%,-,82.12,2.60% 2.94%,Yes,4.38,43.90%,7.20%,1.24,44.52,Yes,2.47,Oct 29 AMC,51.50%,large,1100000000.0,rily,B. Riley Financial Inc. Common Stock,1137808666.0,United States,,Miscellaneous,Business Services
rio,12-18-2020,17.07,4.41,6.50%,1.62B,124.16B,10.78,6.98,0.00%,1.07B,11.42%,7.20B,-,-,8.20%,0.71%,25.74%,41.81B,2.97,-38.10%,0.53%,3.85,33.63%,24.25,3.10,-1.43%,8.20%,81.25,25.60%,5.42,13.87,-7.10%,17.70%,35.35 - 77.64,26.72%,3.86,98.31,6.80%,13.40%,-3.12%,0.73,5.13%,1.20,-2.00%,-,112.79%,1.55,46000,1.60,-2.80%,28.50%,63.52,1.53% 1.68%,Yes,0.35,-18.50%,17.20%,0.51,75.99,Yes,0.34,Oct 16 BMO,86.10%,large,124160000000.0,rio,Rio Tinto Plc Common Stock,94539870352.0,Australia,2002.0,Basic Industries,Precious Metals
riot,12-18-2020,-,-0.63,2.00%,67.53M,917.29M,849.50,0.02,-18.96%,49.50M,92.85%,-20.00M,-,-0.08,12.40%,21.69%,541.13%,8.00M,114.66,76.40%,91.46%,0.57,641.92%,1.35,12.59,103.80%,-50.00%,7.50,1292.62%,0.72,23.46,20.00%,-54.00%,0.51 - 18.16,1416.96%,-,-,18.90%,-30.30%,-6.44%,4.47,-,32.20,110.10%,28.50%,3224.85%,1.9,6,32.20,47.10%,-,75.31,15.10% 15.41%,Yes,0.00,51.10%,-,2.12,17.26,No,0.00,-,-,small,917290000.0,riot,Riot Blockchain Inc.  Common Stock ,1181773373.0,United States,,Technology,EDP Services
riv,12-18-2020,-,-,1.43%,9.39M,151.18M,-,-,0.19%,-,5.71%,-,-,-,21.13%,-,11.88%,-,-,-,-,0.79,6.83%,-,-,-,-,-,-1.59%,-,-,-,-,8.65 - 17.22,-1.35%,2.16,-,-,-,-6.50%,-,13.42%,-,-,-,86.13%,0.29,-,-,-,-,61.73,2.33% 1.77%,No,-,-,-,2.07,16.32,Yes,-,-,-,small,151180000.0,riv,RiverNorth Opportunities Fund Inc. Common Stock,152263545.0,,2015.0,,
rjf,12-18-2020,16.44,5.82,0.40%,136.70M,13.26B,12.73,7.52,-25.46%,121.56M,2.88%,817.00M,2.75,1.64,73.20%,1.11%,31.61%,8.17B,1.62,-18.70%,-2.49%,2.05,41.67%,52.04,1.84,14.63%,1.80%,96.67,5.39%,38.89,2.46,5.98%,11.80%,54.21 - 102.45,6.94%,1.56,3.56,11.20%,2.20%,-6.62%,1.35,1.63%,-,9.00%,95.50%,76.48%,2.01,14800,-,1.70%,12.90%,62.68,2.00% 2.02%,Yes,4.21,-19.50%,10.00%,0.5,94.23,Yes,0.41,-,24.40%,large,13260000000.0,rjf,Raymond James Financial Inc. Common Stock,12985282138.0,United States,,Finance,Investment Bankers/Brokers/Service
